|1|CAUSE|1|COULD NOT FIND TEXT
3132016001|1|CAUSE|1|       14.    q YES (If yes, complete 15.   ) L NO 15.       N/A N/A N/A ABSTRACT (   On March 19, 2016, two block-out penetrations separating the Arkansas Nuclear One, Unit 1 (ANO-1) Turbine Building from the Auxiliary Building were determined to be non-functional. The penetrations are located in the floor of Turbine Building elevation 354 ft. Below the penetrations is the Auxiliary Building, housing safety related equipment. On March 17, 2016, it was identified that two penetration seals did not match approved fire penetration or approved flood seal details. Further investigation, completed on March 19, 2016, revealed that the two block-out penetrations were not grouted and represented a previously unknown vulnerability in a credited external flood barrier. The apparent cause of this event was less than adequate project management control for the size and scope of the External Flood Mitigation Project associated with post Fukushima Dai-ichi resolutions and requirements set forth by the NRC. Mitigating strategies and extent of condition reviews have been implemented for the identified conditions. Permanent repair of the deficient flood barriers is complete minus cure time. Actions to correct programmatic aspects of this condition are in progress.
3132016002|1|CAUSE|1|This is a design legacy issue. The cause of this issue was a lack of clarity and changing requirements during the original licensing of the plant that led to inadequate understanding of the original regulatory guidance. E. 
3132016003|1|CAUSE|1|       B N/A N/A N/A N/A N/A N/A N/A N/A N/A 14.    15.     YES (If yes, complete 15.   ) NO   N/A N/A N/A ABSTRACT (   On August 24, September 11, September 15, 2016, and April 17, 2017, during performance of an extent of condition evaluation related to the protection of Technical Specification (TS) equipment from external flood hazards, Arkansas Nuclear One, Unit 1 (ANO-1), identified non-conforming plant design conditions such that specific ANO-1 TS equipment was considered to not be adequately protected from tornado missiles. These are legacy design issues. On August 24, 2016 at 0945, September 11, 2016 at 1504, September 15, 2016 at 0958, and April 17, 2017 at 1319, Operations declared the affected components inoperable, implemented Enforcement Guidance Memorandum (EGM) 15-002, “Enforcement Discretion for Tornado-Generated Missile Protection Noncompliance,” along with necessary compensatory measures, and subsequently declared the affected equipment operable but non-conforming. The cause of this event was unclear and changing regulatory requirements during original plant licensing that led to an inadequate understanding of the regulatory guidance with respect to tornado missile protection design requirements. Interim 
3132016004|1|CAUSE|1|       B BP VTV CFC N/A N/A N/A N/A N/A N/A 14.    q YES (If yes, complete 15.   ) @ NO 15.       N/A N/A N/A ABSTRACT (   On September 29, 2016, at Arkansas Nuclear One, Unit 1 (ANO-1), during refueling outage 1R26 with both trains of Decay Heat Removal (DHR) in service, a 0.125 gpm leak was identified in the DHR system at a one-inch drain line. This leak was on a section of cross-connect piping shared by both trains of the DHR system. The consequence of the leak was that both trains of the DHR system were declared inoperable. The leakage was due to a fatigue crack caused by vibration of the drain line due to a pipe support that was not designed for system vibration. Other systems and components in ANO-1 and ANO, Unit 2 (ANO-2) exposed to elevated system vibration were evaluated with respect to this condition. As a result of this evaluation, socket welds on other drains and vents in the ANO-1 DHR system were cut out and replaced, and pipe supports were modified where needed to withstand system vibration.
3212016001|1|CAUSE|1|       14.    q YES (If yes, complete 15.   ) I NO 15.       ABSTRACT (   On 02/11/16, Unit 1 fuel movement activities were restarted after repairs to the main grapple camera. A refueling interlock of the main grapple was encountered while moving a double blade guide, caused by the disconnection of 20 Rod Position Information System (RPIS) Position Indicating Probes (PIPs). The operating crew began troubleshooting and determined that bypassing the RPIS probe "full-in" would clear the interlock. However the crew used a section of the site specific procedure for control rod withdrawal during refuel that wasn't applicable at the time. The RPIS indications were bypassed and the movement of the double blade guide was recommenced at 12:00 followed by fuel movement. After a review of Technical Specifications 3.9.4, it was determined that fuel movement should not be performed with the RPIS probe disconnected and bypassed because the associated control rods were not disarmed with a tagout. Fuel movement activities were then halted.
3212016002|1|CAUSE|1|       14.    q YES (If yes, complete 15.   ) .4 NO 15.  TE DA   ABSTRACT (   On February 13 through 15, 2016, February 15 through 16, 2016, and February 17 through 18, 2016 operations with the potential to drain the reactor vessel (OPDRV) activities were performed while Unit 1 remained in Refueling Mode (Mode 5) without an operable secondary containment. These activities are prohibited by Technical Specifications (TS) 3.6.4.1. However, recent NRC guidance provided in Enforcement Guidance Memorandum (EGM) 11-003, Revision 3 and in Regulatory Issue Summary (RIS) 2012-11 allowed the implementation of interim actions as an alternative to full compliance. These actions are compiled in the operating procedure for the OPDRV activities performed during the 2016 Hatch Unit 1 Refueling Outage in February. The performance of OPDRV activities were planned activities that were completed under the guidance of plant procedures and confirmed to have low safety significance based on interim actions taken. Since these actions were deliberate, no cause determination was necessary. A licensee amendment request (LAR) will be submitted following NRC approval of the Technical Specification Task Force (TSTF) Traveler associated with generic resolution of this issue (TSTF-542).
3212016003|1|CAUSE|1|   EFIX   El:VC E AD PSP Y 14.    q YES (If yes, complete 15.   ) 4 NO 15.        ABSTRACT (  r>During the 2016 Unit 1 R27 refueling outage, plans were put in place to upgrade the 1631-1RC-12BR-E-5 (1631-E5) design weld overlay (WOL) to a full structural weld overlay (FSWOL) in order to allow for code qualified examinations. On February 16, 2016 at 0631 EST, during surface preparation work, axial indications were found on the WOL. Evaluation of the indications found in the weld overlay suggests that the non-satisfactory PT examination was a result of the propagation of the original flaw that was found on the 1 E Recirculation Loop Piping. The original indication had propagated into the Incoiiel Alloy 82 WOL material installed in 1988. It was determined that the as-found condition of the flaw did not meet ASME Section XI acceptance criteria. The indications were removed from the WOL and 1B31-E5 was upgraded to a full structural weld overlay using intergranular stress corrosion cracking (IGCSS) resistant Alloy 52 weld material.
3212016004|1|CAUSE|1|The SRV pilots were disassembled and inspected while investigating the reason for the drift. SNC has determined that the linear variable differential transformer (LVDT) used to measure displacement confirmed the abutment gap closed pre-maturely. The pre-mature abutment gap closure is most likely due to loose manufacturing tolerances leading to SRV setpoint drift. ABILITY ANALYSIS SAFETY ASSESSMENT This event is reportable in accordance with 10 CFR 50.73(a)(2)(i)(B) because a condition occurred that is prohibited by TS 3.4.3. Specifically, an example of multiple test failures is given in NUREG-1022, Revision 3, "Event Reporting Guidelines 10 CFR 50.72 and 50.73" which describes the sequential testing of safety valves. This example notes that "Sometimes multiple valves are found to lift with set points outside of technical specification limits." NUREG-1022 further states in the example that "discrepancies found in TS surveillance tests should be assumed to occur at the time of the test unless there is firm evidence, based on a review of relevant information (e.g., the equipment history and the cause of failure), to indicate that the discrepancy occurred earlier. However, the existence of similar discrepancies in multiple valves is an indication that the discrepancies may well have arisen over a period of time and the failure mode should be evaluated to make this determination." Based on this guidance, the determination was made that this "as found" condition is reportable under the reporting requirements of 10 CFR 50.73(a)(2)(i)(B).
3252016001|1|CAUSE|1|       14.    q YES (If yes, complete 15.   )  yrNO 15.       ABSTRACT (   On February 7, 2016, at 1312 Eastern Standard Time (EST), Unit 1 was in Mode 1 (i.e., Run) at 88 percent of rated power in end-of-cycle coastdown. At that time, an electrical fault occurred on a balance of plant 4160-volt bus, resulting in a lockout of the Startup Auxiliary Transformer (SAT) and a loss of both Reactor Recirculation pumps. Licensed personnel inserted a manual scram per procedure. Emergency Diesel Generators supplied emergency electrical busses until offsite power was restored at 1628 EST. The loss of power and reactor water level changes resulted in automatic closures of various Primary Containment Isolation Valves (PCIVs). The electrical fault resulted in an electrical explosion; therefore, an Alert was declared at 1326 EDT. The immediate cause of this event was a fault in a non-segregated electrical bus connected to the SAT. The root causes were insufficient detail in applicable maintenance instructions for inspecting the non-segregated bus housing and inadequate instructions for terminating electrical cables in a circuit breaker cubicle. 
3252016002|1|CAUSE|1|       X EK FUB B569 Y 14.    q YES (If yes, complete 15.   ) NO 15.       ABSTRACT (   On March 4, 2016, at 1235 Eastern Standard Time (EST), Emergency Diesel Generator (EDG) 3 was declared inoperable. At this time, EDG 1, Emergency bus El, and balance of plant (BOP) bus 1D were inoperable due to planned maintenance. Two inoperable EDGs represents a loss of safety function, for the onsite standby power source. Therefore, this condition is being reported in accordance with 10 CFR 50.73(a)(2)(v)(D), as an event or condition that could have prevented the fulfillment of the safety function of a system that is needed to mitigate the consequences of an accident. In addition, it was determined that EDG 3 was inoperable for greater than Technical Specifications (TSs) Completion Times. Therefore, this condition is also being reported in accordance with 10 CFR 50.73(a)(2)(i)(B) as operation prohibited by the TSs. Additionally, on March 3, work was ongoing to restore power to BOP bus 1D when an error in the restoration sequence resulted in an invalid auto-start of EDGs 2 and 4. Because the invalid auto-starts of EDGs 2 and 4 are directly related to the events associated with this LER, it is being reported, herein, per 10 CFR • 50.73(a)(2)(iv)(A) rather than the optional 60-day telephone notification. The root cause of the EDG 3 inoperability is a design vulnerability associated with relaxation of the EDG 3 fuse holder fingers which was not properly mitigated. The 
3252016003|1|CAUSE|1|       14.    q YES (If yes, complete 15.   ) .CI NO 15.  MISSION SUB     ABSTRACT (   On March 9, 2016, Unit 1 implemented the guidance of EGM 11-003, Revision 3, "Enforcement Guidance Memorandum 11-003, Revision 3, Dispositioning Boiling Water Reactor Licensee Noncompliance with Technical Specification Containment Requirements during Operations with a Potential for Draining the Reactor Vessel," dated January, 15, 2016. Consistent with EGM 11-003, Revision 3, secondary containment operability was not maintained during Operations with a Potential for Draining the Reactor Vessel (OPDRV) activities, and Required Actions C.1 and C.2 of Technical Specification (TS) 3.6.4.1, "Secondary Containment," were not completed. EGM 11-003, Revision 3, was implemented four additional times during the 2016, Unit 1 refueling outage. These conditions are being reported in accordance with 10 CFR 50.73(a)(2)(i)(B) as operations prohibited by the plant's TSs. Implementation of EGM 11-003, Revision 3, during the Unit 1 refueling outage was a planned activity. As such, there was no root cause evaluation of the event. Consistent with the guidance provided in EGM 11-003, Revision 3, BSEP will submit a license amendment request to adopt a Technical Specification Task Force (TSTF) traveler associated with generic resolution of this issue within 12 months after the issuance of the Notice of Availability of the TSTF traveler.
3252016004|1|CAUSE|1|The vulnerability of the control cables for Unit 2 NSW pump "B" to a tornado missile has existed since original plant construction. Safety Assessment The purpose of the NSW system is to provide cooling water for safety-related plant equipment such as the Emergency Diesel Generators [EK] and Emergency Core Cooling System pump seals and room coolers, and to serve as the Ultimate Heat Sink for the plant. Two occasions in the past three years were identified in which a required NSW pump was inoperable for greater than seven days, twelve hours. During this time, at least one NSW pump remained operable on each unit, ensuring the safety function was met. CSW pumps were also available and can be used to supply NSW headers on both units. Per EGM 15-002, the NRC has analyzed risk generically for tornado-generated missiles. The analysis supports the characterization of the risk as of low significance. Based on this analysis, this event had no adverse impact on the health and safety of the public. 
3252016005|1|CAUSE|1|During accident conditions, cables exposed to rapidly changing temperatures can produce electrical currents large enough to cause false indications of high radiation. The TIC phenomenon was made known to the nuclear power industry via NRC Information Notice 97-45, Supplement 1, "Environmental Qualification Deficiency for Cables and Containment Penetration Pigtails." BSEP's initial assessment concluded that the effect of TIC upon the DWHRRMs was too small to appreciably affect their performance in a design basis accident. A new review cast doubt on that conclusion because documentation of the initial assessment contained no rigorous basis for the assumption that BSEP's cables were bounded by those tested by EPRI. Therefore, the DWHRRMs were conservatively declared inoperable. Safety Assessment The purpose of the DWHRRMs is to provide operators with indication of radiation conditions inside the primary containment following an accident. Radiation conditions, in turn, are used to assess the integrity of the fuel cladding and provide input for emergency action levels (EALs) to classify a plant emergency. The affected monitors would continue to function despite their susceptibility to TIC, but could indicate radiation levels higher than actual if cables were exposed to increasing temperatures, or lower than actual if cables were exposed to decreasing temperatures. Radiation indications would be inaccurate only during times when temperature in the drywell was rapidly changing. When temperature changes in the drywell grew smaller or stopped, inaccuracy in the DWHRRMs would diminish or vanish entirely. During times when the accuracy of the DWHRRMs might appear questionable, alternative methods of assessing the condition of the fuel are available to operators as provided in existing plant procedure OPLP-37, "Equipment Important to Emergency Preparedness and ERO Response." The DWHRRMs do not control any other structures, systems, or components. Based on this analysis, this event had no adverse impact on the health and safety of the public. 
3252016006|1|CAUSE|1|       14.    YES (If yes, complete 15.   ) NO  15.       ABSTRACT (   On December 13, 2016, Units 1 and 2 were in Mode 1 (i.e., Run mode) at 98 percent and 97 percent of rated thermal power, respectively. At that time, shift personnel were notified that structural supports for the 2D Control Room air conditioning system condenser were corroded. An operability assessment found the affected air conditioning system inoperable due to the effect on its seismic qualification. Technical Specifications (TS) 3.7.4, Condition A, was entered. On January 30, 2017, the 1D air conditioning system was found with similar conditions. The duration of the condition and the fact that more than one air conditioning system was inoperable simultaneously resulted in the plant operating in a condition prohibited by the TS and in a loss of the safety function. This event resulted from a lack, in some cases, of station personnel being cognizant of risks related to resolving complex, long-standing issues that continue to degrade over time. All affected support steel was replaced by February 2, 2017. The remaining air conditioner was inspected and found acceptable. Administrative actions will be taken to identify high consequence plant issues and periodically reassess priorities.
3272016001|1|CAUSE|1|  mANU  •    14.    q YES (If yes, complete 15.   ) 4 NO 15.      ABSTRACT (   On February 9, 2016, at 1415 Eastern Standard Time, Sequoyah Nuclear Plant (SQN) Unit 1 experienced a Low Steam Line Pressure Safety Injection (SI) signal. At the time of the event, Operations was warming the main steam (MS) line downstream of the main steam isolations valves (MSIV) via the Loop 2 MSIV bypass valve. During this controlled evolution, a sudden drop in MS line pressure occurred that actuated the two-out-of-three logic as sensed on all three Loop 2 steam line pressure bi-stables. All safety systems responded as designed and the SI was terminated per procedure. Prior to the event, Unit 1 was recovering from a forced outage involving a Main Generator Blower repair that began on December 26, 2016. Unit 1 was maintained in Mode 3 during this time. The most probable cause of the SI actuation was determined to be water accumulation in MS Loop 2 upstream of the MSIV as a result of steam condensation not being drained during the extended Mode 3 forced outage. Troubleshooting was initiated and Unit 1 was placed in Mode 4 to facilitate draining of Loop 2 and 3 MS lines. s include actions to address operating for extended periods of time in Mode 4 and above with MSIVs closed.
3272016003|1|CAUSE|1|       B NA DR PRECISION HARDWARE, INC N 14.    q YES (If yes, complete 15.   ) i4 NO 15.  TE DA   ABSTRACT (   On May 3, 2016, at 0833 Eastern Daylight Time, Security received an open door alarm regarding a Main Control Room (MCR) door. At 0847, Security notified the MCR staff of the door alarm and that the door was incapable of closure. At this time, both Control Room Emergency Ventilation System (CREVS) trains were declared inoperable in accordance with Technical Specification (TS) 3.7.10, Condition B, due to the inoperability of the Control Room Envelope (CRE). Attempts to close the door were made, and it was identified that a screw had become wedged at the base of the door preventing it from latching. At 0855, the screw was removed and the door verified to close as designed. CREVS was determined to be operable and TS 3.7.10, Condition B was exited. The screw was the bottom screw from the door latch guard and appears to have stripped loose and fallen into the rubber seal around the base of the MCR door frame preventing closure of the door. s include replacing the missing screw on the door latch guard and evaluating existing preventive maintenance instructions associated with CREVS boundary doors to ensure screws are tightened, as needed, on a routine basis.
3272016004|1|CAUSE|1|       14.    0 YES (If yes, complete 15.   ) I NO 15.      ABSTRACT (   On May 16, 2016, at 2105 Eastern Daylight Time (EDT), Sequoyah Nuclear Plant (SQN) identified a nonconforming condition involving the Emergency Diesel Generator (EDG) fire dampers installed for Units 1 and 2. Specifically, it has been identified that if a tornado causes a differential pressure across the east and west sides of the EDG Building, the associated ventilation fire dampers have not been analyzed to withstand the corresponding high air flow rate that could result from this condition and could possibly fail in a way that impedes airflow for EDG cooling. On June 8, 2016, at 1526 EDT, SQN determined that a tornado could potentially cause actuation of the EDG crankcase pressure trip due to a low barometric condition that could result in an EDG lockout condition. The EDG lockout condition prevents subsequent EDG starts (normal or emergency) until operators manually reset the lockout condition locally at the EDG. 
3272016005|1|CAUSE|1|       14.    q YES (If yes, complete 15.   ) r NO 15.       ABSTRACT (   On June 7, 2016, at 0914 Eastern Daylight Time (EDT), main control room operators were notified by workers, in the field, that a breaker associated with two A train hydrogen ignitors was discovered in the open position. Surveillance Requirement 3.6.8.1 requires greater than or equal to 33 ignitors energized in each train. With the breaker open, there were less than 33 ignitors operable. Technical Specification (TS) 3.6.8, Hydrogen Mitigation System (HMS), Condition A was entered. At 0916 EDT, June 7, 2016, the breaker was closed restoring operability to the two hydrogen ignitors and TS 3.6.8 Condition A was exited. A past operability evaluation, determined that the breaker panel associated with the two ignitors was last accessed on March 11, 2016, as part of the performance of a work order. It is assumed that the breaker became aligned to the open position during this work. Therefore, one train of the HMS was inoperable for longer than allowed by TSs. However, Train B HMS remained operable during this event. The cause for the breaker being in the open position is indeterminate. 
3272016006|1|CAUSE|1|       14.    q YES (If yes, complete 15.   ) r NO 15.       ABSTRACT (   On June 24, 2016, a channel calibration was performed to return the Delta-T/Tavg Channel IV instrument to operable status following digital filter processor card replacement. Instrumentation & Control (I) maintenance personnel performed the channel calibration using a digital multi-meter (DMM) that defaulted to a lower impedance setting than the DMM normally used for the calibration. This impacted the set points. As a result, Delta-T/Tavg Channel IV was adjusted incorrectly and returned to service (the Over temperature delta-T (OTDT) trip function was taken out of the tripped condition) on June 25, 2016, at 0215 Eastern Daylight Time. On June 27, 2016, Reactor Engineering noticed that Tavg had taken a step change lower following the card replacement. On June 29, 2016, operators authorized performance of a functional test for Delta-T/Tavg Channel IV and Unit 1 entered Technical Specification (TS) 3.3.1 Conditions A and E. During the functional test, Delta-T/Tavg was found to be out of TS tolerance. Following adjustment, on June 29 at 2205 operators declared Delta-T/Tavg Channel IV operable. On July 14, a past operability evaluation determined Channel IV of the OTDT trip function was in a noncompliance state longer than allowed by TS. The cause of the event was l maintenance personnel were not trained with the operation of the Fluke 8845A DMM. 
3272016007|1|CAUSE|1|       14.    q YES (If yes, complete 15.   ) NO 15.  SUBMI     ABSTRACT (   On August 2, 2016, during review of the Emergency Gas Treatment System (EGTS) circuits, Engineering discovered that the EGTS may automatically swap from the flow control path in A-Auto to the Standby flow control path upon the start of a design basis event (DBE). The intended design of the EGTS swap-over circuit was to detect an actual failure of the control path in A-Auto and swap to the Standby control path. The unnecessary automatic swap to Standby could prevent the EGTS train, configured in A-Auto, from performing its required safety function during a DBE. On August 5, at 1658 eastern daylight time (EDT), the condition was resolved when the automatic swap-over circuit was disabled. On August 17, at 1722 EDT a past operability evaluation determined the configuration of the EGTS flow controllers constituted an unanalyzed condition that significantly degraded plant safety due to the EGTS not meeting single failure criteria. Engineering analysis determined that the failure of both trains of EGTS controllers would not result in exceeding 10 CFR 100 limits. The cause of the event was that the EGTS control circuitry was not designed to account for situations that should have been anticipated. 
3272016008|1|CAUSE|1|       14.    q YES (If yes, complete 15.   ) r NO 15.       ABSTRACT (   On August 10, 2016, at 1000 Eastern Daylight Time (EDT), the Maintenance Instrument Group (MIG) performed a surveillance instruction (SI) that resulted in a fire protection damper associated with the Control Room Emergency Ventilation System (CREVS) actuating to a closed position. On August 11, at 1015 EDT, the fire damper was discovered in the closed position. The closure of the fire protection damper resulted in both trains of CREVS being inoperable due to the loss of air circulation and habitability of the Technical Support Center and Relay Room. Both units entered Technical Specification ing Condition for Operation (LCO) 3.7.10, Conditions A and G. Condition G requires immediate entry into LCO 3.0.3. At 1159 EDT, on August 11, actions were taken to open the fire damper and both trains of CREVS were declared operable. This allowed both units to exit LCO 3.0.3 and LCO 3.7.10, Conditions A and G. The cause of the event was determined to be inadequate breaker alignment instructions in the SI. 
3272016009|1|CAUSE|1|A. Cause of each component or system failure or personnel error: During startup, the stationary gripper of control rod H-6 was mechanically bound during initial control rod latching. Westinghouse provided information that this was a known potential issue during initial control rod movement; however, SQN did not incorporate this operating experience (OE) into site procedures. As a result, SQN procedures did not have a method to ensure the stationary grippers were not bound during initial rod movement. This led to a misaligned rod. B. Cause(s) and circumstances for each human performance related root cause: No human performance issues were identified. IV. Analysis of the Event: Prior to the manual reactor trip, SQN Unit 1 was in Mode 3 following a planned refueling outage. Reactor Coolant System (RCS) [EIIS: AB] pressure and temperature were approximately 2235 pounds per square inch gauge and 548 degrees Fahrenheit. Both the motor driven and the turbine driven AFW pumps, and steam dump valves, and the atmospheric relief valves were available. The plant responded as expected for the conditions of the trip. V. Assessment of Safety Consequences There were no safety consequences as a result of the event. All safety systems functioned as designed during the manual reactor trip and there were no radiation releases due to this event. SQN Unit 1 was not yet critical at the time of this manual reactor trip. The assessment tool used to evaluate risk during startup to the point of reactor criticality is the Equipment Out-of-Service (EGOS) shut down safety model. All defense-in-depth safety requirements evaluated in the SQN shutdown safety model were satisfactorily met at the time of the trip, indicating the overall risk level was low. A. Availability of systems or components that could have performed the same function as the components and systems that failed during the event: No systems or components failed as a result of the manual reactor trip actuation. B. For events that occurred when the reactor was shut down, availability of systems or components needed to shutdown the reactor and maintain safe shutdown conditions, remove residual heat, control the release of radioactive material, or mitigate the consequences of an accident: Page 4 of 5 
3312016001|1|CAUSE|1|       X JM IEL Alarm Lock N N/A N/A N/A N/A N/A 14.    q YES (If yes, complete 15.   ) .0. NO 15.       ABSTRACT (   On June 19, 2016, while operating at 82% power, two secondary containment access airlock doors were briefly opened simultaneously during a surveillance test. This event was a momentary inoperability of secondary containment integrity, which is an 8 hour reportable event. The Resident Inspector was notified, and an Event Notification made pursuant to 10 CFR 50.72(b)(3)(v)(C). (Reference EN#52022). Following the event, the door controls were adjusted and verified to function properly. On June 29, 2016, at 100% power, workers opened two doors concurrently when entering a secondary containment access airlock. The individuals promptly closed their respective doors. The event was a brief inoperability of secondary containment integrity as above, notifications were made, and repairs completed. (Reference EN#52053) The root causes were determined to be inadequate procedural guidance and equipment design not being able to prevent the simultaneous opening of an inner and outer door at all times, under all possible conditions. s include modification of the interlock tests, and replacement of key door interlock components. These events did not result in a safety system functional failure. There were no radiological releases associated with these events.
3312016002|1|CAUSE|1|       A BN N/A N/A Y N/A N/A N/A N/A N/A 14.    q YES (If yes, complete 15.   ) 0 NO 15.       ABSTRACT (   On April 28, 2016, at 1055, while operating at 100% power, with no structures, systems, or components inoperable that contributed to this event, during the performance of Surveillance Test Procedure (STP) 3.3.6.1-28, Reactor Core Isolation Cooling (RCIC) System Steam Line Flow - High Channel Functional Test, the RCIC turbine received an unplanned trip signal and subsequent turbine stop valve closure. The cause of the event was a human performance error associated with verifying the correct installation location of the relay block. The turbine trip resulted in the unplanned inoperability of RCIC, therefore, this condition meets the reporting requirements of 10CFR50.73(a)(2)(v)(D). At 1353 on April 28, 2016, the RCIC turbine was reset and RCIC was declared available. The safety significance of this event was low since all Emergency Core Cooling Systems were operable during the time the RCIC turbine was tripped.
3312016003|1|CAUSE|1|   EP IX    X SB ISV N/A Y B SB ISV N/A Y 14.    q YES (If yes: complete 15.   ) NO 15.       ABSTRACT (   On October 18, 2016, with the unit shutdown for a planned refueling outage (Mode 5, Refueling, 0% power), an evaluation of data from the scheduled Main Steam Line Isolation Valve (MSIV) (System Code SB) and Main Steam Line Drain valve penetration Local Leak Rate Testing (LLRT) determined the 'as found' maximum pathway leakage for the 'B' Inboard MSIV, CV-4415, and the Outboard Main Steam Line Drain valve, MO-4424, was in excess of the Technical Specification (TS) 3.6.1.3 leakage limit of 100 scfh for a single MSIV and 5 200 scfh for combined pathway leakage. The cause was determined to be a failure to perform periodic internal inspections of the MSIVs and a non-optimal valve design for the steam line drain application. 
3332016001|1|CAUSE|1|       C NN BAF N/A N B EA BKR G080 N 14.     YES (If yes, complete 15.   ) I NO 15.       ABSTRACT (   On January 23, 2016, James A. FitzPatrick Nuclear Power Plant (JAF) was ascending in power when screenwell water level started to lower. At 89 percent power, at 22:23, Operators began taking compensatory measures to reduce power and mitigate water level lowering. At 22:40, a manual scram was initiated. The scram was complicated by a residual transfer that resulted in non-vital equipment trips. This event resulted in the manual actuation of the Reactor Protection System, High Pressure Coolant Injection, Reactor Core Isolation Cooling, Main Steam Isolation Valves and automatic actuation of Emergency Diesel Generators, Emergency Service Water, and containment isolations in multiple systems, reportable per 10 CFR 50.73(a)(2)(iv)(A). The lowering screenwell water level was caused by frazil ice blockage at the intake structure. The frazil ice stopped affecting screenwell water level after the manual scram. 
3332016002|1|CAUSE|1|       B JM FSV A613 N 14.     YES (If yes, complete 15.   ) I NO 15.       ABSTRACT (   On January 23, 2016, James A. FitzPatrick Nuclear Power Plant (JAF) initiated a manual Scram in response to lowering screenwell water level due to frazil ice blockage, and subsequently closed the Main Steam Isolation Valves (MSIV). A post Scram review identified that MSIV 29A0V-8613 closed slowly. On January 26, 2016, testing per ST-1B identified that MSIV 29A0V-86C closed slowly. In both cases, the inboard MSIVs performed satisfactorily. Troubleshooting identified that the problem originated in the solenoid valve cluster assemblies (SVCA) and they were replaced and tested successfully. A failure analysis was performed by Exelon PowerLabs on the SVCAs. On February 25, 2016, the Exelon PowerLabs analysis concluded that the DC pilot valves, 2950V-86B3 and 2950V-86C3, exhibited slow vent times. Additional 
3332016003|1|CAUSE|1|       X NG N/A N/A N 14.    YES (If yes, complete 15.   ) V NO 15.       ABSTRACT (   On the morning of June 7, 2016, while operating at 100% power, workers opened doors concurrently when entering a secondary containment access airlock. The individuals involved each closed their respective doors upon encountering this unexpected condition; however, the result was a brief inoperability of secondary containment. This resulted in an 8 hour reportable event. The Resident Inspector was notified, and an Event Notification was made pursuant to 10 CFR 50.72(b)(3)(v)(C) due to a condition at the time of discovery that prevented the fulfillment of the Secondary Containment safety function (Reference ENS 51985). Following the event, the doors functioned properly, and no deficiencies were noted with either door. There were no radiological releases associated with this event.
3332016004|1|CAUSE|1|       E EC XFMR G080 N 14.     YES (If yes, complete 15.   ) I NO 15.       ABSTRACT (   On June 24, 2016, at 1205, several 600V electrical busses lost power when James A. FitzPatrick Nuclear Power Plant was operating at 100% power. A fault in transformer 71T-5 caused a trip of circuit breaker 71-10340. Power was lost to 2 of 3 Reactor Building Closed Loop Cooling (RBCLC) pumps and 2 of 3 lube oil pumps for the Motor-Generator (MG) Set for 'A' Reactor Water Recirculation (RWR). The 'A' RWR pump tripped immediately causing reactor power to reduce to approximately 50%. The remaining RBCLC pump was inadequate to maintain the MG Set fluid drive oil temperature for the 'B' RWR pump so Operators initiated a manual scram at 1236. This event is reportable per 10 CFR 50.73(a)(2)(iv)(A). The power loss also affected Reactor Building Ventilation (RBV). This system supports the requirement of Technical Specification Surveillance Requirement 3.6.4.1.1 for a differential pressure in Secondary Containment. At the loss of RBV, Secondary Containment automatically isolated and the Standby Gas Treatment system was manually initiated. However, during this short transition the differential pressure requirement was not met. This report is being submitted per 10 CFR 50.73(a)(2)(v)(C). The apparent cause of the 71T-5 fault was inadequate preventative maintenance which allowed the transformer to remain in service beyond expected service life.
3332016005|1|CAUSE|1|       X VI CDMP H260 N 14.     YES (If yes, complete 15.   ) I NO 15.       ABSTRACT (   On September 19, 2016, the Control Room Ventilation exhaust fan 70FN-4A did not start when it was being placed into service. The fan outlet isolation damper actuator 70MOD-108A(OP) failed to give the fully-open permissive signal to start the fan. Gentle pressure on the actuator linkage allowed the fan to start. Prior to this, on August 16, 2016, during post-maintenance testing, 70FN-4A did not start. Troubleshooting adjusted the linkage and the fan started as appropriate. However, the intermittent fan start issue was caused by the degraded damper actuator 70MOD-108A(OP). 
3352016001|1|CAUSE|1|       B IL CBL1 YES 14.    q YES (If yes, complete 15.   ) I4 N O 15.       ABSTRACT (   On June 2, 2016, St. Lucie Units 1 and 2 were in Mode 1 at 100% power. At 1500 hours FPL declared the containment high range radiation monitors (CHRRMs) inoperable on both Units. FPL determined that the resolution of the-.NRC Information Notice (IN) 97-45 industry Operating Experience (OE) concerning CHRRMs cabling was less than adequate. The assumed CHRRMs design accuracy could not be assured during some postulated design basis accidents due to the errors introduced by thermal induced currents and water intrusion/cable blistering within the associated detectors' cabling, resulting in inoperable CHRRMs. The Technical Specifications (TSs) require pre-planned alternate means for containment radiation monitoring for inoperable CHRRMs; these requirements were not implemented until June 2016. FPL also submitted a TS 6.9.2 Special Report for two channels of inoperable CHRRMs. This legacy event was caused by the inadequate evaluation and improper tracking of actions required to fully close the nonconformance identified in the 1997 Information Notice. CHRRMs are used for information, they are not used to control radioactive releases or mitigate accidents. Their inoperability had no significant impact on the health and safety of the public. FPL plans to replace the CHRRMs cabling susceptible to the phenomenon identified in NRC Information Notice 97-45 and its supplement 1.
